"sample","gene","anova_p","mean_between","mean_intra","fdr"
"D5","ENSG00000273226",0.582,1.4103,1.2125,0.9724
"D5","ENSG00000268975",0.865,-1.0268,-0.7813,0.9948
"D5","ENSG00000167552",0.7055,2.5323,2.6525,0.9798
"D5","ENSG00000270892",0.3971,-1.9299,-2.6571,0.9284
"D5","ENSG00000227398",0.2604,-0.1706,-0.0169,0.92
"D5","ENSG00000207635",0.5788,-1.2316,-1.5472,0.9722
"D5","ENSG00000105137",0.6276,-3.8286,-4.2591,0.9782
"D5","ENSG00000168610",0.629,5.2718,5.2885,0.9782
"D5","ENSG00000234619",0.9684,0.0946,0.1141,0.9976
"D5","ENSG00000235413",0.1133,0.4162,0.0362,0.92
"D5","ENSG00000215347",0.6824,0.2443,0.1574,0.9798
"D5","ENSG00000070214",0.3725,1.5114,1.5969,0.9223
"D5","ENSG00000250012",0.2508,-2.9268,-1.4617,0.92
"D5","ENSG00000110799",0.4991,-6.3508,-6.0947,0.9562
"D5","ENSG00000261570",0.1656,-4.8883,-6.6439,0.92
"D5","ENSG00000244604",0.6205,-4.6755,-5.4418,0.9775
"D5","ENSG00000223960",0.6938,2.9085,2.9437,0.9798
"D5","ENSG00000255836",0.788,-5.5599,-5.7362,0.9922
"D5","ENSG00000171786",0.9817,-0.998,-1.0047,0.9976
"D5","ENSG00000223284",0.7062,-2.0424,-1.5426,0.9798
"D5","ENSG00000277443",0.9048,6.5133,6.5198,0.9948
"D5","ENSG00000115053",0.0307,6.0669,5.8563,0.7872
"D5","ENSG00000198003",0.0437,-2.5635,-4.0103,0.8608
"D5","ENSG00000184916",0.039,-4.5196,-5.6962,0.8387
"D5","ENSG00000278978",0.6506,-3.3718,-2.8195,0.9786
"D5","ENSG00000139973",0.7212,-6.0053,-6.165,0.9848
"D5","ENSG00000169139",0.0179,1.8155,1.4333,0.7321
"D5","ENSG00000136878",0.3572,2.9363,3.0298,0.9223
"D5","ENSG00000054179",0.0506,1.145,1.4026,0.8729
"D5","ENSG00000163875",0.8319,3.2286,3.2033,0.9948
"D5","ENSG00000253426",0.9219,-2.9334,-3.0571,0.9948
"D5","ENSG00000265137",0.126,-0.0329,-2.3988,0.92
"D5","ENSG00000271204",0.6424,4.4672,4.5186,0.9786
"D5","ENSG00000271752",0.727,-2.382,-2.884,0.9848
"D5","ENSG00000161682",0.5151,-2.1626,-1.9258,0.9562
"D5","ENSG00000118181",0.8915,8.1255,8.114,0.9948
"D5","ENSG00000252479",0.0541,-2.1487,-5.0118,0.876
"D5","ENSG00000101282",0.8363,-5.9061,-6.0846,0.9948
"D5","ENSG00000181524",0.1728,-1.2866,-0.1916,0.92
"D5","ENSG00000155561",0.8133,4.326,4.3366,0.9948
"D5","ENSG00000167562",0.1365,1.2443,1.4264,0.92
"D5","ENSG00000252915",0.7246,-2.2173,-2.8133,0.9848
"D5","ENSG00000170703",0.8805,-4.5189,-4.4054,0.9948
"D5","ENSG00000174004",0.1168,5.0012,5.0851,0.92
"D5","ENSG00000237301",0.4544,-1.47,-1.1672,0.9503
"D5","ENSG00000162775",0.602,4.2598,4.2314,0.9775
"D5","ENSG00000236559",0.9553,0.7305,0.714,0.9969
"D5","ENSG00000124440",0.9559,-6.3644,-6.3433,0.9969
"D5","ENSG00000163376",0.5225,2.3324,2.4416,0.9562
"D5","ENSG00000228237",0.0902,0.4302,0.0612,0.8981
"D5","ENSG00000108830",0.3791,-3.9712,-4.776,0.9223
"D5","ENSG00000069275",0.9926,4.3494,4.3488,0.9976
"D5","ENSG00000181350",0.1557,2.7744,2.9638,0.92
"D5","ENSG00000215190",0.4446,2.0899,1.9473,0.949
"D5","ENSG00000160683",0.8447,-0.3065,-0.1409,0.9948
"D5","ENSG00000109684",0.0358,0.8098,0.6305,0.8136
"D5","ENSG00000202100",0.7226,-4.0496,-4.6255,0.9848
"D5","ENSG00000226576",0.515,-1.0718,-0.6239,0.9562
"D5","ENSG00000262179",0.43,-5.9556,-6.6439,0.947
"D5","ENSG00000226944",0.4788,-1.964,-1.0229,0.9562
"D5","ENSG00000267373",0.5317,-3.8131,-4.8464,0.9562
"D5","ENSG00000181035",0.706,2.3334,2.3017,0.9798
"D5","ENSG00000157510",0.8912,-4.7896,-4.8968,0.9948
"D5","ENSG00000279372",0.7271,-3.3493,-2.8151,0.9848
"D5","ENSG00000272320",0.6198,-0.7037,-0.88,0.9775
"D5","ENSG00000196456",0.5705,1.5219,1.3084,0.9713
"D5","ENSG00000058600",0.5398,2.9792,3.0148,0.9562
"D5","ENSG00000262539",0.8909,-1.6228,-1.6745,0.9948
"D5","ENSG00000274964",0.3206,0.1268,1.3843,0.9223
"D5","ENSG00000115541",0.3837,2.7277,2.5589,0.9246
"D5","ENSG00000100445",0.5452,2.7097,2.6287,0.959
"D5","ENSG00000207468",0.6516,0.8343,0.5659,0.9786
"D5","ENSG00000179222",0.4559,3.1143,3.0653,0.9503
"D5","ENSG00000235989",0.8294,0.3645,0.466,0.9948
"D5","ENSG00000106351",0.5815,2.597,2.5113,0.9724
"D5","ENSG00000280739",0.0978,-1.5406,-1.9199,0.9056
"D5","ENSG00000180998",0.3123,-4.8722,-5.6282,0.9223
"D5","ENSG00000168878",0.4159,-2.898,-3.1998,0.947
"D5","ENSG00000167363",0.8001,-1.1705,-1.2174,0.9948
"D5","ENSG00000232133",0.2575,-2.671,-2.0147,0.92
"D5","ENSG00000236654",0.2749,-2.3419,-4.0536,0.92
"D5","ENSG00000265432",0.7076,-0.5004,-0.0185,0.9798
"D5","ENSG00000206627",0.7932,-1.1957,-1.4883,0.9942
"D5","ENSG00000231755",0.155,-4.0637,-2.2125,0.92
"D5","ENSG00000281772",0.5319,-6.0934,-6.6439,0.9562
"D5","ENSG00000253047",0.9929,-0.0991,-0.11,0.9976
"D5","ENSG00000172531",0.9422,5.3873,5.3935,0.9969
"D5","ENSG00000263989",0.1901,-3.3779,-5.4233,0.92
"D5","ENSG00000179454",0.2344,1.411,1.27,0.92
"D5","ENSG00000266126",0.0515,1.5036,0.8033,0.8729
"D5","ENSG00000257563",0.235,-4.6823,-5.5137,0.92
"D5","ENSG00000089335",0.142,2.5133,1.9932,0.92
"D5","ENSG00000241939",0.9498,0.0984,0.0687,0.9969
"D5","ENSG00000071282",0.3993,-1.5524,-1.7406,0.9297
"D5","ENSG00000263466",0.2675,-0.3586,0.026,0.92
"D5","ENSG00000103510",0.8987,2.7954,2.8043,0.9948
"D5","ENSG00000157992",0.0588,-0.6816,-0.0011,0.896
"D5","ENSG00000204385",0.2984,-5.6179,-4.8105,0.9223
"D5","ENSG00000259673",0.0787,0.5548,0.387,0.8981
"D5","ENSG00000228382",0.1218,0.7479,1.1398,0.92
"D5","ENSG00000235530",0.8324,-0.0214,0.0551,0.9948
"D5","ENSG00000224051",0.9086,2.6536,2.6414,0.9948
"D5","ENSG00000230638",0.2252,-0.7441,-0.2991,0.92
"D5","ENSG00000123178",0.3913,1.5686,1.4452,0.9267
"D5","ENSG00000226132",0.0132,-3.6335,-6.6439,0.7135
"D5","ENSG00000188026",0.9794,0.1332,0.1381,0.9976
"D5","ENSG00000230010",0.9469,-4.0221,-3.9729,0.9969
"D5","ENSG00000109163",0.7836,0.1358,0.2039,0.9922
"D5","ENSG00000224809",0.8821,-3.498,-3.6397,0.9948
"D5","ENSG00000088367",0.6773,-4.7706,-5.0329,0.9798
"D5","ENSG00000068024",0.2046,0.9062,1.0203,0.92
"D5","ENSG00000234184",0.8508,-5.5317,-5.2919,0.9948
"D5","ENSG00000254730",0.5579,0.3628,0.6049,0.966
"D5","ENSG00000259109",0.2621,-1.1322,-2.7841,0.92
"D5","ENSG00000201469",0.0805,-0.6801,0.3979,0.8981
"D5","ENSG00000275278",0.9463,-1.3848,-1.4528,0.9969
"D5","ENSG00000066044",0.0926,4.0859,4.1992,0.8981
"D5","ENSG00000145687",0.5809,0.6342,0.5598,0.9722
"D5","ENSG00000116678",0.1347,-1.8196,-1.5756,0.92
"D5","ENSG00000268670",0.3293,0.0763,0.4172,0.9223
"D5","ENSG00000273374",0.7904,-1.2663,-1.1629,0.993
"D5","ENSG00000244184",0.3619,-5.5252,-6.6439,0.9223
"D5","ENSG00000230325",0.1874,1.0862,0.6349,0.92
"D5","ENSG00000171017",0.2322,-5.422,-6.6439,0.92
"D5","ENSG00000250938",0.5674,-3.5704,-3.3052,0.9713
"D5","ENSG00000237892",0.727,0.3326,0.4323,0.9848
"D5","ENSG00000283515",0.3232,-3.5427,-4.0323,0.9223
"D5","ENSG00000274062",0.6858,3.34,3.2331,0.9798
"D5","ENSG00000228278",0.5274,0.4142,0.2598,0.9562
"D5","ENSG00000231066",0.3341,-3.6229,-2.3959,0.9223
"D5","ENSG00000278009",0.579,0.1705,-0.1401,0.9722
"D5","ENSG00000279191",0.8564,-3.5037,-3.3915,0.9948
"D5","ENSG00000253492",0.995,0.8464,0.8483,0.9985
"D5","ENSG00000157470",0.6083,2.0932,2.0524,0.9775
"D5","ENSG00000273308",0.3441,-0.6254,-1.227,0.9223
"D5","ENSG00000279176",0.5451,0.476,0.5926,0.959
"D5","ENSG00000242020",0.3557,-2.9719,-1.4102,0.9223
"D5","ENSG00000260914",0.0691,-3.9854,-6.6439,0.8981
"D5","ENSG00000233541",0.0601,-1.5859,-4.1276,0.896
"D5","ENSG00000180573",0.9579,3.5361,3.5765,0.9969
"D5","ENSG00000248202",0.735,-1.3599,-1.5873,0.9855
"D5","ENSG00000253831",0.8588,-2.7146,-2.5202,0.9948
"D5","ENSG00000141971",0.6393,2.7708,2.7177,0.9786
"D5","ENSG00000185933",0.8926,-2.1482,-2.0907,0.9948
"D5","ENSG00000120963",0.9001,2.551,2.5698,0.9948
"D5","ENSG00000135341",0.6445,2.7211,2.6849,0.9786
"D5","ENSG00000272650",0.0557,0.6744,-1.521,0.876
"D5","ENSG00000124155",0.3369,1.4343,1.3701,0.9223
"D5","ENSG00000266079",0.9223,-3.1092,-3.0096,0.9948
"D5","ENSG00000280183",0.1713,1.8307,1.5837,0.92
"D5","ENSG00000140463",0.4906,1.4796,1.3911,0.9562
"D5","ENSG00000187833",0.539,-4.8167,-4.1892,0.9562
"D5","ENSG00000258920",0.1837,0.7847,1.1271,0.92
"D5","ENSG00000167377",0.1034,1.0277,1.4609,0.9137
"D5","ENSG00000187801",0.2829,2.6965,2.8449,0.92
"D5","ENSG00000234135",0.212,-3.0096,-4.8396,0.92
"D5","ENSG00000261335",0.6378,-1.6127,-1.937,0.9786
"D5","ENSG00000112304",0.6789,2.5301,2.4884,0.9798
"D5","ENSG00000159409",0.622,-4.9643,-5.4363,0.9775
"D5","ENSG00000226631",0.9453,-5.419,-5.4848,0.9969
"D5","ENSG00000240669",0.5366,-0.7978,-0.4047,0.9562
"D5","ENSG00000285000",0.0784,-3.4745,-4.1193,0.8981
"D5","ENSG00000197498",0.5585,3.4873,3.5429,0.966
"D5","ENSG00000117748",0.8504,4.41,4.4245,0.9948
"D5","ENSG00000185379",0.8352,1.5534,1.5671,0.9948
"D5","ENSG00000101546",0.8149,2.5283,2.5504,0.9948
"D5","ENSG00000058262",0.6185,4.9057,5.0559,0.9775
"D5","ENSG00000100991",0.224,4.8517,4.9277,0.92
"D5","ENSG00000178718",0.4531,2.0675,1.9615,0.9503
"D5","ENSG00000255234",0.0672,-4.2646,-5.7083,0.896
"D5","ENSG00000250011",0.1178,2.6688,3.2756,0.92
"D5","ENSG00000197140",0.6522,-3.656,-3.4231,0.9786
"D5","ENSG00000184507",0.7043,-2.2016,-2.3436,0.9798
"D5","ENSG00000116871",0.5874,3.6511,3.69,0.9742
"D5","ENSG00000277634",0.4306,0.5603,0.9151,0.947
"D5","ENSG00000180815",0.132,-1.5905,-1.9848,0.92
"D5","ENSG00000174405",0.7817,2.369,2.4172,0.992
"D5","ENSG00000237111",0.1003,5.1999,5.437,0.9104
"D5","ENSG00000125388",0.893,-0.9996,-0.9658,0.9948
"D5","ENSG00000126243",0.1545,0.9145,1.0986,0.92
"D5","ENSG00000123485",0.0436,-0.2537,-0.5908,0.8608
"D5","ENSG00000229534",0.3036,-0.3624,-0.7412,0.9223
"D5","ENSG00000155760",0.1319,-2.3177,-1.5718,0.92
"D5","ENSG00000263892",0.825,-1.5757,-1.9161,0.9948
"D5","ENSG00000199051",0.5245,-0.9454,-2.0509,0.9562
"D5","ENSG00000231978",0.3047,1.1837,1.6747,0.9223
"D5","ENSG00000148204",0.4354,-0.8446,-1.0117,0.947
"D5","ENSG00000225235",0.3506,-5.4526,-6.6439,0.9223
"D5","ENSG00000260778",0.8751,-1.8782,-1.7502,0.9948
"D5","ENSG00000224648",0.6554,-4.3304,-5.0878,0.9786
"D5","ENSG00000279035",0.0697,-0.6146,-0.0894,0.8981
"D5","ENSG00000175202",0.3982,-5.5194,-4.4366,0.9284
"D5","ENSG00000076924",0.4909,3.8286,3.8988,0.9562
"D5","ENSG00000226049",0.4151,-2.7619,-3.2241,0.947
"D5","ENSG00000248340",0.5075,-0.8103,-0.4311,0.9562
"D5","ENSG00000264270",0.8837,0.1601,0.1253,0.9948
"D5","ENSG00000184274",0.5125,-5.1668,-5.8036,0.9562
"D5","ENSG00000247627",0.5053,-1.1525,0.0033,0.9562
"D5","ENSG00000248240",0.8041,-1.0899,-0.978,0.9948
"D5","ENSG00000273901",0.8089,-1.329,-1.4949,0.9948
"D5","ENSG00000270441",0.8077,-0.7484,-0.6922,0.9948
"D5","ENSG00000219608",0.08,0.4044,1.1617,0.8981
"D5","ENSG00000187862",0.6929,-1.2725,-1.4342,0.9798
"D5","ENSG00000174792",0.5392,-6.3555,-6.6439,0.9562
"D5","ENSG00000216069",0.0411,-3.1526,-6.6439,0.8474
"D5","ENSG00000130175",0.8417,4.9397,4.9518,0.9948
"D5","ENSG00000157349",0.0205,2.8596,2.5744,0.7321
"D5","ENSG00000254865",0.2043,-4.5539,-6.6439,0.92
"D5","ENSG00000166887",0.3054,3.6996,3.7796,0.9223
"D5","ENSG00000186566",0.5149,2.6494,2.791,0.9562
"D5","ENSG00000198420",0.5102,1.3804,1.3268,0.9562
"D5","ENSG00000219693",0.3209,-4.6702,-3.1612,0.9223
"D5","ENSG00000018236",0.6223,-6.5231,-6.6439,0.9775
"D5","ENSG00000168404",0.9117,1.3168,1.328,0.9948
"D5","ENSG00000101670",0.6139,-0.7577,-0.8383,0.9775
"D5","ENSG00000188636",0.2245,1.0661,1.1825,0.92
"D5","ENSG00000185798",0.3125,2.0446,1.8978,0.9223
"D5","ENSG00000031081",0.1734,2.9717,2.8815,0.92
"D5","ENSG00000068097",0.6142,1.3831,1.3484,0.9775
"D5","ENSG00000196114",0.5222,-0.093,0.6939,0.9562
"D5","ENSG00000244097",0.9611,0.5421,0.5298,0.9969
"D5","ENSG00000266865",0.0999,-0.466,-0.9077,0.9104
"D5","ENSG00000223356",0.1175,-2.7278,-5.1192,0.92
"D5","ENSG00000264278",0.6924,0.3104,0.1842,0.9798
"D5","ENSG00000101493",0.8728,3.0897,3.072,0.9948
"D5","ENSG00000249084",0.8639,-4.7228,-5.0013,0.9948
"D5","ENSG00000108406",0.4409,2.5944,2.6748,0.947
"D5","ENSG00000263755",0.2666,-4.0534,-5.8273,0.92
"D5","ENSG00000052749",0.3428,3.1834,3.2623,0.9223
"D5","ENSG00000177963",0.8734,3.2559,3.2447,0.9948
"D5","ENSG00000135914",0.6359,0.5501,0.4826,0.9786
"D5","ENSG00000247877",0.6736,-2.0926,-2.3334,0.9798
"D5","ENSG00000279361",0.9171,-4.0907,-4.2121,0.9948
"D5","ENSG00000178038",0.5883,-6.0359,-5.775,0.9742
"D5","ENSG00000239523",0.9243,-0.0745,-0.0427,0.9948
"D5","ENSG00000249372",0.3767,-1.8216,-3.0486,0.9223
"D5","ENSG00000279879",0.5024,-3.983,-4.6868,0.9562
"D5","ENSG00000099904",0.7144,2.3805,2.3305,0.9798
"D5","ENSG00000269399",0.6759,-0.5319,-0.4331,0.9798
"D5","ENSG00000281691",0.0083,0.8943,1.5394,0.6538
"D5","ENSG00000266302",0.3927,-2.4504,-2.7942,0.9267
"D5","ENSG00000237833",0.7116,-2.8141,-2.4185,0.9798
"D5","ENSG00000224967",0.9975,-0.2064,-0.2076,0.9986
"D5","ENSG00000067842",0.5336,-5.7224,-5.3257,0.9562
"D5","ENSG00000246375",0.6228,-4.2353,-4.7002,0.9775
"D5","ENSG00000121350",0.5672,2.879,2.955,0.9713
"D5","ENSG00000211491",0.4152,-0.8683,-2.0659,0.947
"D5","ENSG00000117009",0.3248,0.1908,-0.221,0.9223
"D5","ENSG00000139437",0.4929,0.8948,0.8215,0.9562
"D5","ENSG00000175592",0.9042,0.1108,0.0743,0.9948
"D5","ENSG00000103942",0.8281,-1.2,-1.2402,0.9948
"D5","ENSG00000055957",0.4568,-4.2116,-4.696,0.9503
"D5","ENSG00000182199",0.9648,5.925,5.9285,0.9969
"D5","ENSG00000120675",0.7138,2.5261,2.4993,0.9798
"D5","ENSG00000281207",0.7009,2.0422,2.0818,0.9798
"D5","ENSG00000229348",0.8974,-5.1288,-4.9337,0.9948
"D5","ENSG00000249207",0.6676,-1.3406,-1.0961,0.9786
"D5","ENSG00000006327",0.4386,-3.1571,-2.7918,0.947
"D5","ENSG00000253741",0.2908,-3.1315,-2.7365,0.9217
"D5","ENSG00000283696",0.6588,-1.5145,-1.0964,0.9786
"D5","ENSG00000267216",0.2285,1.0419,1.7296,0.92
"D5","ENSG00000199366",0.1467,0.1389,-1.6201,0.92
"D5","ENSG00000167900",0.0626,2.7409,2.959,0.896
"D5","ENSG00000279208",0.8569,-1.315,-1.1291,0.9948
"D5","ENSG00000167792",0.6961,4.0232,3.9943,0.9798
"D5","ENSG00000172650",0.2526,1.8347,1.4229,0.92
"D5","ENSG00000170409",0.3934,-0.8564,-0.5815,0.9267
"D5","ENSG00000273008",0.3207,-0.5943,-0.3559,0.9223
"D5","ENSG00000166169",0.9051,2.5902,2.6033,0.9948
"D5","ENSG00000259049",0.9406,-2.4872,-2.5398,0.9969
"D5","ENSG00000140853",0.2478,3.7575,3.8586,0.92
"D5","ENSG00000140259",0.2616,3.4871,3.3679,0.92
"D5","ENSG00000100030",0.3307,3.8262,3.8852,0.9223
"D5","ENSG00000106341",0.1687,-5.4674,-6.6439,0.92
"D5","ENSG00000232611",0.0141,-0.8216,-1.3509,0.7209
"D5","ENSG00000267500",0.9374,-4.2987,-4.1904,0.9969
"D5","ENSG00000273179",0.2199,-5.0242,-6.6439,0.92
"D5","ENSG00000189366",0.7046,-4.5444,-4.994,0.9798
"D5","ENSG00000250859",0.3156,-5.7224,-6.6439,0.9223
"D5","ENSG00000279706",0.0837,0.3375,0.8001,0.8981
"D5","ENSG00000227527",0.2464,-3.8112,-2.2758,0.92
"D5","ENSG00000213860",0.3303,1.6987,1.997,0.9223
"D5","ENSG00000236004",0.2309,-4.3441,-2.4907,0.92
"D5","ENSG00000151611",0.7276,-0.1368,-0.1875,0.9848
"D5","ENSG00000206731",0.8529,-0.9192,-0.6276,0.9948
"D5","ENSG00000135047",0.4354,-6.161,-6.6439,0.947
"D5","ENSG00000257241",0.3452,-5.5987,-6.6439,0.9223
"D5","ENSG00000243799",0.3224,-4.084,-5.3246,0.9223
"D5","ENSG00000103150",0.7766,1.08,1.0545,0.9911
"D5","ENSG00000176160",0.8511,-0.9979,-1.0368,0.9948
"D5","ENSG00000249087",0.7139,-0.2616,-0.1601,0.9798
"D5","ENSG00000173366",0.3318,-5.2819,-6.6439,0.9223
"D5","ENSG00000206013",0.473,1.303,1.4643,0.9562
"D5","ENSG00000238173",0.1837,-0.5147,0.1669,0.92
"D5","ENSG00000266245",0.6546,0.9098,0.7253,0.9786
"D5","ENSG00000117298",0.3526,3.1395,3.1968,0.9223
"D5","ENSG00000171793",0.0018,3.9115,3.7918,0.5143
"D5","ENSG00000267980",0.5367,0.0997,-0.1354,0.9562
"D5","ENSG00000012124",0.1305,6.0335,6.1023,0.92
"D5","ENSG00000172932",0.0263,2.2619,2.4062,0.7514
"D5","ENSG00000283202",0.424,-1.8009,-2.9714,0.947
"D5","ENSG00000267128",0.6623,-0.719,-0.6245,0.9786
"D5","ENSG00000213081",0.4186,-1.3632,-0.481,0.947
"D5","ENSG00000116209",0.1135,1.8754,2.0254,0.92
"D5","ENSG00000156500",0.2678,0.082,0.2046,0.92
"D5","ENSG00000163166",0.0025,3.528,3.2061,0.58
"D5","ENSG00000225741",0.9739,-5.9267,-5.9545,0.9976
"D5","ENSG00000107902",0.8518,-1.1981,-1.2657,0.9948
"D5","ENSG00000196418",0.5609,1.3056,1.3957,0.9679
"D5","ENSG00000265490",0.7887,-0.2301,-0.3884,0.9922
"D5","ENSG00000143353",0.856,2.8977,2.8763,0.9948
"D5","ENSG00000168126",0.6755,-4.6977,-4.11,0.9798
"D5","ENSG00000266993",0.6026,-0.423,0.0155,0.9775
"D5","ENSG00000231160",0.971,-2.1997,-2.1824,0.9976
"D5","ENSG00000256683",0.2304,1.8294,1.6769,0.92
"D5","ENSG00000217231",0.5253,-0.4461,-0.1075,0.9562
"D5","ENSG00000254905",0.0944,-1.4749,-3.4837,0.8981
"D5","ENSG00000236583",0.5283,0.6472,0.7644,0.9562
"D5","ENSG00000124120",0.3399,1.0866,1.1584,0.9223
"D5","ENSG00000270874",0.3723,-1.2341,-0.7676,0.9223
"D5","ENSG00000198393",0.6315,1.3531,1.2856,0.9786
"D5","ENSG00000165178",0.9559,5.1464,5.1517,0.9969
"D5","ENSG00000167186",0.0501,1.1557,0.7287,0.8729
"D5","ENSG00000064309",0.8392,-5.602,-5.5069,0.9948
"D5","ENSG00000067064",0.4752,2.9809,2.9195,0.9562
"D5","ENSG00000118976",0.9967,-0.3383,-0.3374,0.9986
"D5","ENSG00000273474",0.4808,-2.8878,-1.7496,0.9562
"D5","ENSG00000095015",0.13,2.8143,2.8894,0.92
"D5","ENSG00000129355",0.9287,0.2078,0.2363,0.9948
"D5","ENSG00000222009",0.8489,-1.1325,-1.1887,0.9948
"D5","ENSG00000261302",0.628,-3.3176,-2.6427,0.9782
"D5","ENSG00000148483",0.9062,-5.6486,-5.572,0.9948
"D5","ENSG00000158286",0.8578,1.9639,1.9784,0.9948
"D5","ENSG00000148290",0.744,3.7933,3.8234,0.9855
"D5","ENSG00000164692",0.3092,-5.4914,-6.3682,0.9223
"D5","ENSG00000285280",0.6933,-2.9024,-2.8035,0.9798
"D5","ENSG00000227813",0.4997,-2.2706,-1.5922,0.9562
"D5","ENSG00000284627",0.6458,2.3297,2.7969,0.9786
"D5","ENSG00000199906",0.1315,-0.3192,-1.6114,0.92
"D5","ENSG00000204634",0.9139,0.6437,0.6661,0.9948
"D5","ENSG00000204025",0.4473,-6.1924,-6.6439,0.9502
"D5","ENSG00000249286",0.3333,-1.76,-0.7867,0.9223
"D5","ENSG00000158869",0.4571,-2.4569,-1.7261,0.9503
"D5","ENSG00000176155",0.485,1.356,1.2617,0.9562
"D5","ENSG00000165548",0.9967,-5.5001,-5.5028,0.9986
"D5","ENSG00000279117",0.0594,-0.7139,0.0095,0.896
"D5","ENSG00000260790",0.7599,-0.501,-0.5957,0.9887
"D5","ENSG00000257379",0.5111,2.7455,2.9087,0.9562
"D5","ENSG00000280334",0.2698,-2.1615,-2.6887,0.92
"D5","ENSG00000151466",0.5451,1.7382,1.6585,0.959
"D5","ENSG00000266538",0.0373,1.0745,0.4873,0.8289
"D5","ENSG00000173406",0.7739,-6.1774,-6.2533,0.9911
"D5","ENSG00000247092",0.1902,2.1964,2.3829,0.92
"D5","ENSG00000174748",0.8553,6.4043,6.4199,0.9948
"D5","ENSG00000175741",0.3134,-4.9873,-4.337,0.9223
"D5","ENSG00000128268",0.2678,2.4916,2.5752,0.92
"D5","ENSG00000183250",0.8753,1.4656,1.4825,0.9948
"D5","ENSG00000116171",0.2191,1.7764,1.9139,0.92
"D5","ENSG00000283757",0.0969,-5.2766,-6.254,0.9014
"D5","ENSG00000277561",0.9017,-5.7615,-5.6926,0.9948
"D5","ENSG00000135452",0.9791,2.3415,2.3389,0.9976
"D5","ENSG00000219188",0.0836,-2.6895,-0.6703,0.8981
"D5","ENSG00000257718",0.2887,-0.3522,-0.8433,0.9217
"D5","ENSG00000251184",0.0292,-4.8324,-1.5544,0.7872
"D5","ENSG00000219201",0.2808,-1.8091,-0.9687,0.92
"D5","ENSG00000231789",0.2246,2.3113,2.5079,0.92
"D5","ENSG00000129194",0.4735,-0.4144,-0.212,0.9562
"D5","ENSG00000279722",0.655,0.0223,-0.0867,0.9786
"D5","ENSG00000270728",0.8301,-0.6117,-0.7467,0.9948
"D5","ENSG00000175324",0.3296,3.2888,3.5036,0.9223
"D5","ENSG00000223396",0.7621,1.3636,1.3268,0.9891
"D5","ENSG00000202125",0.5562,-0.0427,-0.6312,0.966
"D5","ENSG00000271871",0.9117,-0.6989,-0.7441,0.9948
"D5","ENSG00000201533",0.0949,-3.5878,-5.9588,0.8981
"D5","ENSG00000201867",0.4135,-2.788,-4.2995,0.947
"D5","ENSG00000125630",0.1515,3.5941,3.7469,0.92
"D5","ENSG00000136861",0.8454,2.3398,2.3579,0.9948
"D5","ENSG00000137161",0.0306,5.2844,5.1468,0.7872
"D5","ENSG00000161203",0.0079,3.6508,3.9031,0.6538
"D5","ENSG00000279476",0.5241,-0.3264,-0.1481,0.9562
"D5","ENSG00000124224",0.5509,-0.2297,-0.139,0.9643
"D5","ENSG00000242510",0.8669,-0.6076,-0.463,0.9948
"D5","ENSG00000172426",0.6248,1.2041,1.1149,0.9775
"D5","ENSG00000053702",0.5196,1.9388,2.0141,0.9562
"D5","ENSG00000181222",0.6552,4.4034,4.3832,0.9786
"D5","ENSG00000236733",0.9814,-2.0213,-1.9999,0.9976
"D5","ENSG00000011451",0.4402,1.9747,2.0449,0.947
"D5","ENSG00000100918",0.5262,2.4222,2.5002,0.9562
"D5","ENSG00000099998",0.6304,-6.23,-5.9952,0.9786
"D5","ENSG00000178105",0.2441,2.1715,2.0756,0.92
"D5","ENSG00000162694",0.9242,1.8221,1.8348,0.9948
"D5","ENSG00000226942",0.5006,0.5149,0.6327,0.9562
"D5","ENSG00000227330",0.3794,-5.0431,-3.8099,0.9223
"D5","ENSG00000100526",0.2074,0.2478,-0.1308,0.92
"D5","ENSG00000126838",0.8328,-6.0903,-5.9917,0.9948
"D5","ENSG00000087053",0.0899,2.5853,2.7544,0.8981
"D5","ENSG00000198874",0.5872,2.9184,2.8771,0.9742
"D5","ENSG00000006712",0.2657,3.264,3.1455,0.92
"D5","ENSG00000023909",0.4397,0.7999,0.8827,0.947
"D5","ENSG00000261770",0.0219,3.4182,3.231,0.7333
"D5","ENSG00000148219",0.4352,-0.6678,-0.8077,0.947
"D5","ENSG00000138780",0.1158,1.0461,1.3124,0.92
"D5","ENSG00000284968",0.5026,-0.6018,-1.1806,0.9562
"D5","ENSG00000163026",0.4277,2.1313,2.2167,0.947
"D5","ENSG00000203761",0.8979,3.2415,3.2268,0.9948
"D5","ENSG00000173930",0.9316,0.2267,0.2425,0.9948
"D5","ENSG00000079616",0.5884,2.396,2.4499,0.9742
"D5","ENSG00000206651",0.9957,1.5946,1.5969,0.9986
"D5","ENSG00000210112",0.3116,4.2553,4.0882,0.9223
"D5","ENSG00000230637",0.8898,-4.3932,-4.5782,0.9948
"D5","ENSG00000233603",0.0403,0.9608,0.3146,0.8474
"D5","ENSG00000160193",0.2485,3.3822,3.4765,0.92
"D5","ENSG00000230287",0.0709,-0.7613,-1.9539,0.8981
"D5","ENSG00000011114",0.481,1.9398,2.0229,0.9562
"D5","ENSG00000120832",0.6603,1.397,1.4552,0.9786
"D5","ENSG00000263098",0.5482,-3.7553,-4.7704,0.9626
